order_id,quantity,item_name,choice_description,item_price,unit_price,choice_description_list,n_accompagnements
1538,1,Chicken Bowl,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Guacamole, Lettuce]]",11.25,11.25,"['RoastedChiliCornSalsa', 'Rice', 'BlackBeans', 'Cheese', 'Guacamole', 'Lettuce']",6
1538,1,Chips,,2.15,2.15,,0
1539,1,Steak Burrito,"[Fresh Tomato Salsa, [Pinto Beans, Cheese, Sour Cream]]",9.25,9.25,"['FreshTomatoSalsa', 'PintoBeans', 'Cheese', 'SourCream']",4
1539,1,Steak Burrito,"[Fresh Tomato Salsa, [Pinto Beans, Cheese, Sour Cream, Guacamole]]",11.75,11.75,"['FreshTomatoSalsa', 'PintoBeans', 'Cheese', 'SourCream', 'Guacamole']",5
1540,2,Chicken Bowl,"[Tomatillo-Red Chili Salsa (Hot), [Rice, Pinto Beans, Fajita Veggies, Cheese, Sour Cream, Guacamole]]",21.96,10.98,"['Tomatillo-RedChiliSalsa(Hot)', 'Rice', 'PintoBeans', 'FajitaVeggies', 'Cheese', 'SourCream', 'Guacamole']",7
1541,1,Chicken Burrito,"[Fresh Tomato Salsa (Mild), [Rice, Fajita Veggies, Cheese, Lettuce]]",8.49,8.49,"['FreshTomatoSalsa(Mild)', 'Rice', 'FajitaVeggies', 'Cheese', 'Lettuce']",5
1541,1,Nantucket Nectar,[Peach Orange],3.39,3.39,['PeachOrange'],1
1541,1,Side of Chips,,1.69,1.69,,0
1541,1,Veggie Burrito,"[Roasted Chili Corn Salsa (Medium), [Black Beans, Rice, Cheese, Sour Cream, Lettuce]]",8.49,8.49,"['RoastedChiliCornSalsa(Medium)', 'BlackBeans', 'Rice', 'Cheese', 'SourCream', 'Lettuce']",6
1542,1,Chicken Bowl,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",8.75,8.75,"['RoastedChiliCornSalsa', 'Rice', 'BlackBeans', 'Cheese', 'SourCream', 'Lettuce']",6
1542,1,Chips and Guacamole,,4.45,4.45,,0
1543,1,Chicken Bowl,"[Tomatillo-Red Chili Salsa (Hot), [Pinto Beans, Rice, Cheese, Sour Cream, Lettuce]]",8.49,8.49,"['Tomatillo-RedChiliSalsa(Hot)', 'PintoBeans', 'Rice', 'Cheese', 'SourCream', 'Lettuce']",6
1543,1,Chips and Guacamole,,3.99,3.99,,0
1544,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Lettuce, Guacamole]]",11.25,11.25,"['FreshTomatoSalsa', 'Rice', 'BlackBeans', 'Cheese', 'Lettuce', 'Guacamole']",6
1544,1,Chicken Bowl,"[Tomatillo Green Chili Salsa, [Rice, Fajita Vegetables, Black Beans, Sour Cream, Cheese, Lettuce]]",8.75,8.75,"['TomatilloGreenChiliSalsa', 'Rice', 'FajitaVegetables', 'BlackBeans', 'SourCream', 'Cheese', 'Lettuce']",7
1545,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Guacamole, Lettuce]]",11.25,11.25,"['FreshTomatoSalsa', 'Rice', 'BlackBeans', 'Cheese', 'Guacamole', 'Lettuce']",6
1545,1,Chips,,2.15,2.15,,0
1546,1,Steak Bowl,"[Fresh Tomato Salsa, [Rice, Sour Cream, Cheese, Lettuce, Guacamole]]",11.75,11.75,"['FreshTomatoSalsa', 'Rice', 'SourCream', 'Cheese', 'Lettuce', 'Guacamole']",6
1546,1,Chips and Guacamole,,4.45,4.45,,0
1547,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Sour Cream, Cheese, Lettuce, Guacamole]]",11.25,11.25,"['FreshTomatoSalsa', 'Rice', 'SourCream', 'Cheese', 'Lettuce', 'Guacamole']",6
1547,1,Steak Burrito,"[Tomatillo Red Chili Salsa, [Rice, Black Beans, Cheese]]",9.25,9.25,"['TomatilloRedChiliSalsa', 'Rice', 'BlackBeans', 'Cheese']",4
1547,1,Chicken Soft Tacos,"[Tomatillo Red Chili Salsa, [Rice, Cheese]]",8.75,8.75,"['TomatilloRedChiliSalsa', 'Rice', 'Cheese']",3
1548,2,Steak Burrito,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Pinto Beans, Cheese, Sour Cream, Lettuce]]",18.5,9.25,"['FreshTomatoSalsa', 'FajitaVegetables', 'Rice', 'PintoBeans', 'Cheese', 'SourCream', 'Lettuce']",7
1549,1,Bottled Water,,1.5,1.5,,0
1549,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream]]",8.75,8.75,"['FreshTomatoSalsa', 'Rice', 'Cheese', 'SourCream']",4
1549,1,Chips,,2.15,2.15,,0
1550,1,Steak Bowl,"[Roasted Chili Corn Salsa (Medium), [Rice, Fajita Veggies, Cheese, Sour Cream, Guacamole, Lettuce]]",11.48,11.48,"['RoastedChiliCornSalsa(Medium)', 'Rice', 'FajitaVeggies', 'Cheese', 'SourCream', 'Guacamole', 'Lettuce']",7
1550,2,Canned Soda,[Mountain Dew],2.18,1.09,['MountainDew'],1
1550,1,Chips and Guacamole,,3.99,3.99,,0
1551,1,Chicken Bowl,"[Tomatillo Red Chili Salsa, [Rice, Black Beans, Sour Cream, Cheese, Lettuce, Guacamole]]",11.25,11.25,"['TomatilloRedChiliSalsa', 'Rice', 'BlackBeans', 'SourCream', 'Cheese', 'Lettuce', 'Guacamole']",7
1551,1,Bottled Water,,1.5,1.5,,0
1552,1,Steak Soft Tacos,"[[Fresh Tomato Salsa (Mild), Tomatillo-Green Chili Salsa (Medium), Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot)], [Cheese, Sour Cream]]",8.99,8.99,"['FreshTomatoSalsa(Mild)', 'Tomatillo-GreenChiliSalsa(Medium)', 'RoastedChiliCornSalsa(Medium)', 'Tomatillo-RedChiliSalsa(Hot)', 'Cheese', 'SourCream']",6
1552,1,Chips and Tomatillo-Green Chili Salsa,,2.39,2.39,,0
1553,1,Steak Burrito,"[Roasted Chili Corn Salsa, [Pinto Beans, Rice, Guacamole, Sour Cream, Cheese]]",11.75,11.75,"['RoastedChiliCornSalsa', 'PintoBeans', 'Rice', 'Guacamole', 'SourCream', 'Cheese']",6
1553,1,Bottled Water,,1.5,1.5,,0
1554,1,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",11.25,11.25,"['FreshTomatoSalsa', 'FajitaVegetables', 'Rice', 'PintoBeans', 'Cheese', 'SourCream', 'Guacamole', 'Lettuce']",8
1554,1,6 Pack Soft Drink,[Diet Coke],6.49,6.49,['DietCoke'],1
1554,1,Chips and Guacamole,,4.45,4.45,,0
1554,1,Veggie Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",11.25,11.25,"['FreshTomatoSalsa', 'FajitaVegetables', 'Rice', 'BlackBeans', 'PintoBeans', 'Cheese', 'SourCream', 'Guacamole', 'Lettuce']",9
1555,1,Chicken Burrito,"[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream]]",8.49,8.49,"['Tomatillo-RedChiliSalsa(Hot)', 'BlackBeans', 'Rice', 'FajitaVeggies', 'Cheese', 'SourCream']",6
1555,1,Chips and Guacamole,,3.99,3.99,,0
1556,2,Canned Soft Drink,[Coke],2.5,1.25,['Coke'],1
1556,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream, Lettuce]]",8.75,8.75,"['FreshTomatoSalsa', 'Rice', 'Cheese', 'SourCream', 'Lettuce']",5
1556,1,Carnitas Burrito,"[Tomatillo Green Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream]]",9.25,9.25,"['TomatilloGreenChiliSalsa', 'Rice', 'BlackBeans', 'Cheese', 'SourCream']",5
1557,1,Chips and Guacamole,,3.99,3.99,,0
1557,1,Steak Burrito,"[Tomatillo-Red Chili Salsa (Hot), [Rice, Pinto Beans, Cheese]]",8.99,8.99,"['Tomatillo-RedChiliSalsa(Hot)', 'Rice', 'PintoBeans', 'Cheese']",4
1558,1,Chicken Bowl,"[Fresh Tomato Salsa, Cheese]",8.75,8.75,"['FreshTomatoSalsa', 'Cheese']",2
1558,1,6 Pack Soft Drink,[Diet Coke],6.49,6.49,['DietCoke'],1
1559,8,Side of Chips,,13.52,1.69,,0
1559,2,Chicken Soft Tacos,"[Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Cheese, Lettuce]]",16.98,8.49,"['FreshTomatoSalsa(Mild)', 'PintoBeans', 'Rice', 'Cheese', 'Lettuce']",5
1559,2,Veggie Soft Tacos,"[Fresh Tomato Salsa (Mild), [Black Beans, Rice, Cheese, Lettuce]]",16.98,8.49,"['FreshTomatoSalsa(Mild)', 'BlackBeans', 'Rice', 'Cheese', 'Lettuce']",5
1559,2,Carnitas Crispy Tacos,"[Fresh Tomato Salsa (Mild), [Cheese, Lettuce]]",17.98,8.99,"['FreshTomatoSalsa(Mild)', 'Cheese', 'Lettuce']",3
1559,2,Chicken Crispy Tacos,"[Fresh Tomato Salsa (Mild), [Rice, Cheese, Sour Cream, Lettuce]]",16.98,8.49,"['FreshTomatoSalsa(Mild)', 'Rice', 'Cheese', 'SourCream', 'Lettuce']",5
1560,1,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",8.75,8.75,"['FreshTomatoSalsa', 'FajitaVegetables', 'Rice', 'BlackBeans', 'Cheese', 'SourCream', 'Lettuce']",7
1560,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream]]",8.75,8.75,"['FreshTomatoSalsa', 'Rice', 'Cheese', 'SourCream']",4
1561,1,Chicken Bowl,"[Tomatillo Red Chili Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",11.25,11.25,"['TomatilloRedChiliSalsa', 'FajitaVegetables', 'Rice', 'BlackBeans', 'Cheese', 'SourCream', 'Guacamole', 'Lettuce']",8
1561,1,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",11.25,11.25,"['FreshTomatoSalsa', 'FajitaVegetables', 'Rice', 'BlackBeans', 'Cheese', 'SourCream', 'Guacamole', 'Lettuce']",8
1562,1,Chicken Burrito,"[[Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot)], [Black Beans, Rice, Cheese, Sour Cream, Lettuce]]",8.49,8.49,"['RoastedChiliCornSalsa(Medium)', 'Tomatillo-RedChiliSalsa(Hot)', 'BlackBeans', 'Rice', 'Cheese', 'SourCream', 'Lettuce']",7
1562,1,Canned Soda,[Mountain Dew],1.09,1.09,['MountainDew'],1
1562,1,Side of Chips,,1.69,1.69,,0
1563,1,Canned Soft Drink,[Lemonade],1.25,1.25,['Lemonade'],1
1563,1,Steak Soft Tacos,"[Fresh Tomato Salsa, [Cheese, Lettuce]]",9.25,9.25,"['FreshTomatoSalsa', 'Cheese', 'Lettuce']",3
1563,1,Chips and Tomatillo Green Chili Salsa,,2.95,2.95,,0
1564,1,Barbacoa Burrito,"[Fresh Tomato (Mild), [Black Beans, Rice, Sour Cream, Cheese]]",8.69,8.69,"['FreshTomato(Mild)', 'BlackBeans', 'Rice', 'SourCream', 'Cheese']",5
1564,1,Chicken Burrito,"[Fresh Tomato (Mild), [Black Beans, Rice, Sour Cream, Cheese]]",8.19,8.19,"['FreshTomato(Mild)', 'BlackBeans', 'Rice', 'SourCream', 'Cheese']",5
1565,1,Chicken Burrito,"[Roasted Chili Corn Salsa (Medium), [Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]",8.49,8.49,"['RoastedChiliCornSalsa(Medium)', 'Rice', 'FajitaVeggies', 'Cheese', 'SourCream', 'Lettuce']",6
1565,1,Chips and Roasted Chili-Corn Salsa,,2.39,2.39,,0
1566,1,Chicken Burrito,"[Fresh Tomato Salsa (Mild), [Black Beans, Rice, Cheese, Sour Cream, Lettuce]]",8.49,8.49,"['FreshTomatoSalsa(Mild)', 'BlackBeans', 'Rice', 'Cheese', 'SourCream', 'Lettuce']",6
1566,1,Chips and Fresh Tomato Salsa,,2.39,2.39,,0
1567,1,Chicken Bowl,"[[Tomatillo-Green Chili Salsa (Medium), Roasted Chili Corn Salsa (Medium)], [Rice, Fajita Veggies, Guacamole, Lettuce]]",10.98,10.98,"['Tomatillo-GreenChiliSalsa(Medium)', 'RoastedChiliCornSalsa(Medium)', 'Rice', 'FajitaVeggies', 'Guacamole', 'Lettuce']",6
1568,1,Steak Burrito,"[Tomatillo-Red Chili Salsa (Hot), [Rice, Cheese, Sour Cream, Lettuce]]",8.99,8.99,"['Tomatillo-RedChiliSalsa(Hot)', 'Rice', 'Cheese', 'SourCream', 'Lettuce']",5
1568,1,Steak Soft Tacos,"[Tomatillo-Green Chili Salsa (Medium), [Rice, Cheese, Sour Cream, Lettuce]]",8.99,8.99,"['Tomatillo-GreenChiliSalsa(Medium)', 'Rice', 'Cheese', 'SourCream', 'Lettuce']",5
1569,1,Side of Chips,,1.69,1.69,,0
1569,1,Veggie Burrito,"[Fresh Tomato Salsa (Mild), [Black Beans, Fajita Veggies, Cheese, Sour Cream, Lettuce]]",8.49,8.49,"['FreshTomatoSalsa(Mild)', 'BlackBeans', 'FajitaVeggies', 'Cheese', 'SourCream', 'Lettuce']",6
1570,1,Chicken Bowl,"[Tomatillo Green Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream]]",8.75,8.75,"['TomatilloGreenChiliSalsa', 'Rice', 'BlackBeans', 'Cheese', 'SourCream']",5
1570,1,Chicken Burrito,"[Tomatillo Green Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream]]",8.75,8.75,"['TomatilloGreenChiliSalsa', 'Rice', 'BlackBeans', 'Cheese', 'SourCream']",5
1571,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Fajita Vegetables, Pinto Beans, Cheese, Lettuce, Guacamole]]",11.25,11.25,"['FreshTomatoSalsa', 'Rice', 'FajitaVegetables', 'PintoBeans', 'Cheese', 'Lettuce', 'Guacamole']",7
1571,1,Chips and Guacamole,,4.45,4.45,,0
1572,1,Chips and Guacamole,,4.45,4.45,,0
1572,2,Chicken Burrito,"[Tomatillo Red Chili Salsa, [Cheese, Black Beans, Rice]]",17.5,8.75,"['TomatilloRedChiliSalsa', 'Cheese', 'BlackBeans', 'Rice']",4
1573,1,Chicken Burrito,"[Fresh Tomato Salsa, [Sour Cream, Cheese, Rice, Black Beans]]",8.75,8.75,"['FreshTomatoSalsa', 'SourCream', 'Cheese', 'Rice', 'BlackBeans']",5
1573,1,Chips and Guacamole,,4.45,4.45,,0
1574,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream]]",8.75,8.75,"['FreshTomatoSalsa', 'Rice', 'BlackBeans', 'Cheese', 'SourCream']",5
1574,1,Chips,,2.15,2.15,,0
1574,1,Bottled Water,,1.5,1.5,,0
1574,1,Bottled Water,,1.5,1.5,,0
1575,1,Steak Bowl,"[Roasted Chili Corn Salsa (Medium), [Black Beans, Rice, Fajita Veggies]]",8.99,8.99,"['RoastedChiliCornSalsa(Medium)', 'BlackBeans', 'Rice', 'FajitaVeggies']",4
1575,1,Canned Soda,[Dr. Pepper],1.09,1.09,['Dr.Pepper'],1
1576,1,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese]]",8.75,8.75,"['FreshTomatoSalsa', 'FajitaVegetables', 'Rice', 'BlackBeans', 'Cheese']",5
1576,1,Chips and Guacamole,,4.45,4.45,,0
1577,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Lettuce]]",8.75,8.75,"['FreshTomatoSalsa', 'Rice', 'BlackBeans', 'Cheese', 'Lettuce']",5
1577,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Fajita Vegetables, Black Beans, Cheese, Lettuce]]",8.75,8.75,"['FreshTomatoSalsa', 'Rice', 'FajitaVegetables', 'BlackBeans', 'Cheese', 'Lettuce']",6
1577,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Lettuce, Guacamole]]",11.25,11.25,"['FreshTomatoSalsa', 'Rice', 'BlackBeans', 'Cheese', 'Lettuce', 'Guacamole']",6
1577,2,Chips,,4.3,2.15,,0
1578,1,Chicken Bowl,"[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Rice, Cheese, Lettuce]]",8.49,8.49,"['Tomatillo-RedChiliSalsa(Hot)', 'BlackBeans', 'Rice', 'Cheese', 'Lettuce']",5
1578,1,Side of Chips,,1.69,1.69,,0
1578,1,Bottled Water,,1.09,1.09,,0
1578,1,Canned Soda,[Diet Dr. Pepper],1.09,1.09,['DietDr.Pepper'],1
1579,1,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice]]",8.75,8.75,"['FreshTomatoSalsa', 'FajitaVegetables', 'Rice']",3
1579,1,Chips,,2.15,2.15,,0
1579,1,Bottled Water,,1.5,1.5,,0
1580,1,Carnitas Soft Tacos,"[Tomatillo-Red Chili Salsa (Hot), [Cheese, Sour Cream, Lettuce]]",8.99,8.99,"['Tomatillo-RedChiliSalsa(Hot)', 'Cheese', 'SourCream', 'Lettuce']",4
1580,1,Chicken Burrito,"[Tomatillo-Red Chili Salsa (Hot), [Rice, Fajita Veggies, Cheese, Sour Cream]]",8.49,8.49,"['Tomatillo-RedChiliSalsa(Hot)', 'Rice', 'FajitaVeggies', 'Cheese', 'SourCream']",5
1580,1,Chips and Guacamole,,3.99,3.99,,0
1581,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Cheese, Lettuce]]",8.75,8.75,"['FreshTomatoSalsa', 'Rice', 'Cheese', 'Lettuce']",4
1581,1,Chips,,2.15,2.15,,0
1581,1,Canned Soft Drink,[Nestea],1.25,1.25,['Nestea'],1
1582,1,Steak Crispy Tacos,"[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream, Lettuce]]",9.25,9.25,"['FreshTomatoSalsa', 'Rice', 'Cheese', 'SourCream', 'Lettuce']",5
1582,1,Chips and Fresh Tomato Salsa,,2.95,2.95,,0
1583,1,Chicken Burrito,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",11.25,11.25,"['FreshTomatoSalsa', 'FajitaVegetables', 'Rice', 'BlackBeans', 'Cheese', 'SourCream', 'Guacamole', 'Lettuce']",8
1583,1,Chips and Guacamole,,4.45,4.45,,0
1584,1,Steak Crispy Tacos,"[Fresh Tomato Salsa, [Sour Cream, Lettuce, Rice, Cheese]]",9.25,9.25,"['FreshTomatoSalsa', 'SourCream', 'Lettuce', 'Rice', 'Cheese']",5
1584,1,Chips and Fresh Tomato Salsa,,2.95,2.95,,0
1585,1,Chips and Guacamole,,3.99,3.99,,0
1585,1,Steak Burrito,"[[Fresh Tomato Salsa (Mild), Tomatillo-Red Chili Salsa (Hot)], [Black Beans, Rice, Fajita Veggies, Cheese, Lettuce]]",8.99,8.99,"['FreshTomatoSalsa(Mild)', 'Tomatillo-RedChiliSalsa(Hot)', 'BlackBeans', 'Rice', 'FajitaVeggies', 'Cheese', 'Lettuce']",7
1585,1,Veggie Burrito,"[[Fresh Tomato Salsa (Mild), Roasted Chili Corn Salsa (Medium)], [Black Beans, Rice, Fajita Veggies, Cheese, Lettuce]]",8.49,8.49,"['FreshTomatoSalsa(Mild)', 'RoastedChiliCornSalsa(Medium)', 'BlackBeans', 'Rice', 'FajitaVeggies', 'Cheese', 'Lettuce']",7
1586,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese, Sour Cream]]",8.75,8.75,"['FreshTomatoSalsa', 'Rice', 'PintoBeans', 'Cheese', 'SourCream']",5
1586,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream]]",8.75,8.75,"['FreshTomatoSalsa', 'Rice', 'Cheese', 'SourCream']",4
1586,1,Chicken Burrito,"[Tomatillo Red Chili Salsa, [Fajita Vegetables, Rice, Pinto Beans, Guacamole, Lettuce]]",11.25,11.25,"['TomatilloRedChiliSalsa', 'FajitaVegetables', 'Rice', 'PintoBeans', 'Guacamole', 'Lettuce']",6
1586,1,Steak Burrito,"[Tomatillo Red Chili Salsa, [Rice, Pinto Beans, Cheese, Sour Cream]]",9.25,9.25,"['TomatilloRedChiliSalsa', 'Rice', 'PintoBeans', 'Cheese', 'SourCream']",5
1586,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Lettuce]]",8.75,8.75,"['FreshTomatoSalsa', 'Rice', 'PintoBeans', 'Lettuce']",4
1586,1,Chips and Guacamole,,4.45,4.45,,0
1587,1,Chicken Burrito,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Guacamole]]",11.25,11.25,"['RoastedChiliCornSalsa', 'Rice', 'BlackBeans', 'Guacamole']",4
1587,1,Canned Soft Drink,[Coke],1.25,1.25,['Coke'],1
1588,1,Steak Burrito,"[Fresh Tomato Salsa, [Rice, Cheese]]",9.25,9.25,"['FreshTomatoSalsa', 'Rice', 'Cheese']",3
1588,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",11.25,11.25,"['FreshTomatoSalsa', 'Rice', 'PintoBeans', 'Cheese', 'SourCream', 'Guacamole', 'Lettuce']",7
1588,1,Chips and Guacamole,,4.45,4.45,,0
1588,1,Chips and Fresh Tomato Salsa,,2.95,2.95,,0
1589,1,Chicken Burrito,"[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Rice, Cheese, Sour Cream, Guacamole]]",10.98,10.98,"['Tomatillo-RedChiliSalsa(Hot)', 'BlackBeans', 'Rice', 'Cheese', 'SourCream', 'Guacamole']",6
1590,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Fajita Vegetables, Lettuce, Cheese, Sour Cream]]",8.75,8.75,"['FreshTomatoSalsa', 'Rice', 'BlackBeans', 'FajitaVegetables', 'Lettuce', 'Cheese', 'SourCream']",7
1590,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream, Lettuce]]",8.75,8.75,"['FreshTomatoSalsa', 'Rice', 'Cheese', 'SourCream', 'Lettuce']",5
1591,2,Steak Burrito,"[Fresh Tomato Salsa, [Lettuce, Sour Cream, Cheese, Fajita Vegetables, Pinto Beans, Rice]]",18.5,9.25,"['FreshTomatoSalsa', 'Lettuce', 'SourCream', 'Cheese', 'FajitaVegetables', 'PintoBeans', 'Rice']",7
1592,1,Steak Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Sour Cream, Lettuce]]",9.25,9.25,"['FreshTomatoSalsa', 'Rice', 'BlackBeans', 'SourCream', 'Lettuce']",5
1592,1,Steak Burrito,"[Tomatillo Red Chili Salsa, [Rice, Black Beans, Sour Cream, Lettuce]]",9.25,9.25,"['TomatilloRedChiliSalsa', 'Rice', 'BlackBeans', 'SourCream', 'Lettuce']",5
1592,4,Canned Soft Drink,[Coke],5.0,1.25,['Coke'],1
1592,1,Chicken Salad Bowl,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Lettuce]]",8.75,8.75,"['FreshTomatoSalsa', 'Rice', 'PintoBeans', 'Lettuce']",4
1592,1,Chips and Tomatillo Green Chili Salsa,,2.95,2.95,,0
1593,2,Chicken Bowl,"[[Roasted Chili Corn Salsa (Medium), Fresh Tomato Salsa (Mild)], [Rice, Fajita Veggies]]",16.98,8.49,"['RoastedChiliCornSalsa(Medium)', 'FreshTomatoSalsa(Mild)', 'Rice', 'FajitaVeggies']",4
1594,1,Chicken Bowl,"[Tomatillo Green Chili Salsa, [Rice, Black Beans, Guacamole, Lettuce]]",11.25,11.25,"['TomatilloGreenChiliSalsa', 'Rice', 'BlackBeans', 'Guacamole', 'Lettuce']",5
1594,1,Chips and Fresh Tomato Salsa,,2.95,2.95,,0
1595,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream]]",8.75,8.75,"['FreshTomatoSalsa', 'Rice', 'BlackBeans', 'Cheese', 'SourCream']",5
1595,1,Chips,,2.15,2.15,,0
1595,1,Bottled Water,,1.5,1.5,,0
1596,1,Chicken Salad,"[Fresh Tomato Salsa (Mild), [Pinto Beans, Black Beans, Rice, Fajita Veggies, Lettuce]]",8.49,8.49,"['FreshTomatoSalsa(Mild)', 'PintoBeans', 'BlackBeans', 'Rice', 'FajitaVeggies', 'Lettuce']",6
1596,1,Chips and Fresh Tomato Salsa,,2.39,2.39,,0
1597,1,Steak Bowl,"[Fresh Tomato Salsa, [Rice, Cheese]]",9.25,9.25,"['FreshTomatoSalsa', 'Rice', 'Cheese']",3
1597,1,Chips,,2.15,2.15,,0
1597,1,Canned Soft Drink,[Nestea],1.25,1.25,['Nestea'],1
1598,1,Chicken Burrito,"[Tomatillo Green Chili (Medium), [Lettuce, Black Beans, Rice, Sour Cream, Cheese]]",8.19,8.19,"['TomatilloGreenChili(Medium)', 'Lettuce', 'BlackBeans', 'Rice', 'SourCream', 'Cheese']",6
1598,1,Steak Burrito,"[Tomatillo Red Chili (Hot), [Lettuce, Black Beans, Rice, Sour Cream, Cheese]]",8.69,8.69,"['TomatilloRedChili(Hot)', 'Lettuce', 'BlackBeans', 'Rice', 'SourCream', 'Cheese']",6
1598,1,Chicken Salad,"[Roasted Chili Corn (Medium), [Lettuce, Black Beans, Cheese]]",8.19,8.19,"['RoastedChiliCorn(Medium)', 'Lettuce', 'BlackBeans', 'Cheese']",4
1598,1,Chicken Burrito,"[Roasted Chili Corn (Medium), [Lettuce, Black Beans, Rice, Sour Cream, Cheese]]",8.19,8.19,"['RoastedChiliCorn(Medium)', 'Lettuce', 'BlackBeans', 'Rice', 'SourCream', 'Cheese']",6
1599,1,Chicken Burrito,"[Tomatillo Green Chili Salsa, [Rice, Pinto Beans, Cheese, Lettuce]]",8.75,8.75,"['TomatilloGreenChiliSalsa', 'Rice', 'PintoBeans', 'Cheese', 'Lettuce']",5
1599,1,Chips and Tomatillo Green Chili Salsa,,2.95,2.95,,0
1599,1,Canned Soft Drink,[Nestea],1.25,1.25,['Nestea'],1
1600,1,Steak Crispy Tacos,"[Fresh Tomato Salsa, [Cheese, Lettuce]]",9.25,9.25,"['FreshTomatoSalsa', 'Cheese', 'Lettuce']",3
1600,1,Chips and Tomatillo Green Chili Salsa,,2.95,2.95,,0
1601,1,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Sour Cream, Guacamole, Lettuce]]",11.25,11.25,"['FreshTomatoSalsa', 'FajitaVegetables', 'Rice', 'BlackBeans', 'SourCream', 'Guacamole', 'Lettuce']",7
1601,1,Chicken Salad Bowl,"[Tomatillo Green Chili Salsa, [Fajita Vegetables, Black Beans, Cheese, Lettuce]]",8.75,8.75,"['TomatilloGreenChiliSalsa', 'FajitaVegetables', 'BlackBeans', 'Cheese', 'Lettuce']",5
1601,1,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",11.25,11.25,"['FreshTomatoSalsa', 'FajitaVegetables', 'Rice', 'BlackBeans', 'PintoBeans', 'Cheese', 'SourCream', 'Guacamole', 'Lettuce']",9
